event_name,metric,event_date,trading_date,pre_vol,post_vol,delta,pct_change
FOMC,rs_20,2024-01-31,2024-01-31,0.08164412319160962,0.07817031855705017,-0.0034738046345594437,-4.254812837424701
FOMC,rs_20,2024-03-20,2024-03-20,0.08397692284234211,0.08496658109149703,0.0009896582491549233,1.1784883461530296
FOMC,rs_20,2024-05-01,2024-05-01,0.09330262419098626,0.10556622600035093,0.012263601809364671,13.143898058281438
FOMC,rs_20,2024-06-12,2024-06-12,0.09108690093334244,0.08858766533561098,-0.002499235597731464,-2.743792545494998
FOMC,rs_20,2024-07-31,2024-07-31,0.08201276242117157,0.14960017454745345,0.06758741212628187,82.41084695963637
FOMC,rs_20,2024-09-18,2024-09-18,0.13598023927222758,0.12247439962552706,-0.013505839646700518,-9.932207590591387
FOMC,rs_20,2024-11-07,2024-11-07,0.08393696619525651,0.08636856672088863,0.002431600525632127,2.8969363986490415
FOMC,rs_20,2024-12-18,2024-12-18,0.08377845381595286,0.1050692957861609,0.02129084197020803,25.413266777375025
FOMC,rs_20,2025-01-29,2025-01-29,0.11149014136386677,0.0929873927699069,-0.018502748593959867,-16.595860734962244
FOMC,rs_20,2025-03-19,2025-03-19,0.1269913437855259,0.21501359319364877,0.08802224940812287,69.3135821578379
FOMC,rs_20,2025-04-30,2025-04-30,0.28035592149764055,0.20219930760859234,-0.07815661388904821,-27.87763977715947
FOMC,rs_20,2025-06-11,2025-06-11,0.13963466934218713,0.09972959613087576,-0.03990507321131137,-28.57819866606369
FOMC,rs_20,2025-07-30,2025-07-30,0.07660159717147061,0.07427290233692077,-0.002328694834549838,-3.040008198963682
FOMC,rs_20,2025-09-17,2025-09-17,0.07593005973450012,0.07393920860056334,-0.00199085113393678,-2.6219538624071475
FOMC,rs_20,2025-11-06,2025-11-06,0.09952239596461325,0.12183018270347865,0.022307786738865396,22.41484092364223
FOMC,c2c_60,2024-01-31,2024-01-31,0.11344401423767914,0.10357319321517726,-0.009870821022501877,-8.70105054800097
FOMC,c2c_60,2024-03-20,2024-03-20,0.11043561569530405,0.11097114609792984,0.0005355304026257862,0.4849254466089404
FOMC,c2c_60,2024-05-01,2024-05-01,0.11533338603835028,0.1156138436211406,0.00028045758279032773,0.24317120343373158
FOMC,c2c_60,2024-06-12,2024-06-12,0.11140374711684767,0.10429767160330602,-0.007106075513541643,-6.378668310041958
FOMC,c2c_60,2024-07-31,2024-07-31,0.09883252610279844,0.13731730742351841,0.038484781320719974,38.93938851739041
FOMC,c2c_60,2024-09-18,2024-09-18,0.15203083697555583,0.16176159663977976,0.009730759664223931,6.400517064698187
FOMC,c2c_60,2024-11-07,2024-11-07,0.1428384964831507,0.1205126521781132,-0.022325844305037493,-15.630131130420475
FOMC,c2c_60,2024-12-18,2024-12-18,0.11237134092161864,0.1280752081813954,0.015703867259776752,13.974975408303198
FOMC,c2c_60,2025-01-29,2025-01-29,0.13265713333097287,0.12981392138955034,-0.0028432119414225354,-2.1432785934917384
FOMC,c2c_60,2025-03-19,2025-03-19,0.14573776524157533,0.21135963847251435,0.06562187323093902,45.02736344430973
FOMC,c2c_60,2025-04-30,2025-04-30,0.28744482041542485,0.33878022306132977,0.051335402645904915,17.859219926702202
FOMC,c2c_60,2025-06-11,2025-06-11,0.3379335157751884,0.29329797888468645,-0.044635536890501926,-13.208378218452854
FOMC,c2c_60,2025-07-30,2025-07-30,0.1666826137824417,0.10809899625592374,-0.05858361752651796,-35.146807574653685
FOMC,c2c_60,2025-09-17,2025-09-17,0.09632357009966794,0.0906899040335534,-0.00563366606611454,-5.848689017947811
FOMC,c2c_60,2025-11-06,2025-11-06,0.10677076376755865,0.1188948248349762,0.01212406106741755,11.355225568875566
FOMC,park_60,2024-01-31,2024-01-31,0.08707256900478724,0.079800716134111,-0.007271852870676249,-8.3514853802883
FOMC,park_60,2024-03-20,2024-03-20,0.08080033753219246,0.08190015345789395,0.0010998159257014917,1.3611526378380576
FOMC,park_60,2024-05-01,2024-05-01,0.08780196694756821,0.09518683839334244,0.007384871445774224,8.410826889771354
FOMC,park_60,2024-06-12,2024-06-12,0.09507276751468506,0.09417435954986388,-0.0008984079648211851,-0.9449687731898788
FOMC,park_60,2024-07-31,2024-07-31,0.08730849096060954,0.10688513876842329,0.01957664780781375,22.42238709250631
FOMC,park_60,2024-09-18,2024-09-18,0.11616312822343869,0.12463009456863308,0.008466966345194393,7.288858758097719
FOMC,park_60,2024-11-07,2024-11-07,0.11419249649505454,0.09488027997913993,-0.01931221651591461,-16.911983806879103
FOMC,park_60,2024-12-18,2024-12-18,0.08635898750363823,0.09525820844998409,0.008899220946345862,10.304915798104911
FOMC,park_60,2025-01-29,2025-01-29,0.09786962161959248,0.10205118153416819,0.004181559914575708,4.272582079482162
FOMC,park_60,2025-03-19,2025-03-19,0.11948991441859518,0.16738045577700666,0.04789054135841149,40.0791494340201
FOMC,park_60,2025-04-30,2025-04-30,0.22204846463497438,0.2584737885911135,0.036425323956139094,16.40422239172818
FOMC,park_60,2025-06-11,2025-06-11,0.25515266042554663,0.22236885034911946,-0.03278381007642717,-12.848703996168387
FOMC,park_60,2025-07-30,2025-07-30,0.13142441610151584,0.08581662163471762,-0.04560779446679822,-34.70267992788303
FOMC,park_60,2025-09-17,2025-09-17,0.07690179583617596,0.07405806164568211,-0.0028437341904938435,-3.6978774807182084
FOMC,park_60,2025-11-06,2025-11-06,0.08761611440367421,0.10280258146746761,0.015186467063793396,17.33296114208478
FOMC,gk_60,2024-01-31,2024-01-31,0.0859252995570872,0.07880506545958842,-0.00712023409749879,-8.286539743475943
FOMC,gk_60,2024-03-20,2024-03-20,0.08124671217248425,0.08222407722307311,0.0009773650505888604,1.2029595099355463
FOMC,gk_60,2024-05-01,2024-05-01,0.08688418428336314,0.09480876808009454,0.007924583796731402,9.12085883304866
FOMC,gk_60,2024-06-12,2024-06-12,0.09421585168322597,0.09416696103715368,-4.889064607228877e-05,-0.05189216591351281
FOMC,gk_60,2024-07-31,2024-07-31,0.088941168329686,0.10972134574178405,0.020780177412098047,23.36395822356453
FOMC,gk_60,2024-09-18,2024-09-18,0.11882511477058784,0.12868746327954095,0.009862348508953109,8.299885531769993
FOMC,gk_60,2024-11-07,2024-11-07,0.11784927315851404,0.09849879614310902,-0.019350477015405015,-16.41968295330724
FOMC,gk_60,2024-12-18,2024-12-18,0.08959735863981677,0.09217071723976504,0.0025733585999482694,2.8721366779273305
FOMC,gk_60,2025-01-29,2025-01-29,0.09475964906564985,0.09861989625159531,0.0038602471859454646,4.073724653909461
FOMC,gk_60,2025-03-19,2025-03-19,0.11531137965020581,0.1615059881240753,0.04619460847386948,40.06075429328803
FOMC,gk_60,2025-04-30,2025-04-30,0.20638527590173994,0.2393629066821148,0.032977630780374856,15.978674174448138
FOMC,gk_60,2025-06-11,2025-06-11,0.23646572843470692,0.20631977075026406,-0.030145957684442864,-12.74855256361887
FOMC,gk_60,2025-07-30,2025-07-30,0.1319827270507705,0.08828500293202551,-0.04369772411874498,-33.10866891084584
FOMC,gk_60,2025-09-17,2025-09-17,0.07756928852926674,0.07358584064995523,-0.0039834478793115136,-5.13534151832341
FOMC,gk_60,2025-11-06,2025-11-06,0.08542259711236024,0.10166475562348645,0.016242158511126217,19.013889837325088
FOMC,rs_60,2024-01-31,2024-01-31,0.08451435280658973,0.07793742388253273,-0.006576928924056993,-7.782026017649607
FOMC,rs_60,2024-03-20,2024-03-20,0.0813028754639801,0.0827515962543265,0.0014487207903464,1.7818813689907338
FOMC,rs_60,2024-05-01,2024-05-01,0.08657865136108342,0.09617359295648921,0.00959494159540579,11.08234125222082
FOMC,rs_60,2024-06-12,2024-06-12,0.09600164497176843,0.09721417150461895,0.0012125265328505191,1.263026829599734
FOMC,rs_60,2024-07-31,2024-07-31,0.0928824153535444,0.11250623098349828,0.019623815629953884,21.12758971142005
FOMC,rs_60,2024-09-18,2024-09-18,0.12078489177443692,0.1319755466364714,0.01119065486203448,9.264945886554072
FOMC,rs_60,2024-11-07,2024-11-07,0.12122294428574962,0.10295276411175817,-0.018270180173991443,-15.07155289919748
FOMC,rs_60,2024-12-18,2024-12-18,0.09368484869220303,0.09143089674257801,-0.0022539519496250215,-2.405887377830187
FOMC,rs_60,2025-01-29,2025-01-29,0.09385084990440577,0.09664300690955971,0.0027921570051539363,2.9751003938674616
FOMC,rs_60,2025-03-19,2025-03-19,0.11161144634507345,0.15595675141792245,0.044345305072849006,39.7318613144255
FOMC,rs_60,2025-04-30,2025-04-30,0.1958024032629319,0.2275669049295425,0.0317645016666106,16.222733295033084
FOMC,rs_60,2025-06-11,2025-06-11,0.22559285062441337,0.19803889202047814,-0.027553958603935225,-12.214021201323199
FOMC,rs_60,2025-07-30,2025-07-30,0.13311409541601155,0.09086231914992383,-0.04225177626608771,-31.741023468657765
FOMC,rs_60,2025-09-17,2025-09-17,0.07834481979081043,0.07402695341595311,-0.004317866374857315,-5.5113616782660415
FOMC,rs_60,2025-11-06,2025-11-06,0.0836828484127305,0.10045895522823145,0.016776106815500944,20.047246399596535
FOMC,c2c_120,2024-01-31,2024-01-31,0.11812600997567149,0.11984988556076796,0.001723875585096471,1.4593530971303523
FOMC,c2c_120,2024-03-20,2024-03-20,0.11972951608021294,0.11486775241635121,-0.0048617636638617345,-4.060622495629724
FOMC,c2c_120,2024-05-01,2024-05-01,0.11343995046400512,0.11025935019249641,-0.00318060027150871,-2.8037743832741935
FOMC,c2c_120,2024-06-12,2024-06-12,0.11036359003966081,0.10715231745055191,-0.0032112725891089017,-2.909721030237312
FOMC,c2c_120,2024-07-31,2024-07-31,0.10778447069814041,0.12639268894559236,0.018608218247451944,17.264285037466895
FOMC,c2c_120,2024-09-18,2024-09-18,0.13203169672367968,0.13396771108630193,0.0019360143626222515,1.4663254435592135
FOMC,c2c_120,2024-11-07,2024-11-07,0.13015434859723635,0.1354073126527618,0.005252964055525444,4.035949710586146
FOMC,c2c_120,2024-12-18,2024-12-18,0.13518483643755674,0.1445271586074927,0.009342322169935968,6.910776693694697
FOMC,c2c_120,2025-01-29,2025-01-29,0.14358269761526138,0.12693573344763973,-0.016646964167621653,-11.59399039306826
FOMC,c2c_120,2025-03-19,2025-03-19,0.13098403047073146,0.17579007758007345,0.044806047109341995,34.20725942568546
FOMC,c2c_120,2025-04-30,2025-04-30,0.22489288248650566,0.25565585959497206,0.0307629771084664,13.678946513708489
FOMC,c2c_120,2025-06-11,2025-06-11,0.2584234586263065,0.25600482291436194,-0.002418635711944561,-0.9359195658169841
FOMC,c2c_120,2025-07-30,2025-07-30,0.2529011727528137,0.25143223761995503,-0.001468935132858673,-0.5808336580132881
FOMC,c2c_120,2025-09-17,2025-09-17,0.24418822825329028,0.17527721896711096,-0.06891100928617933,-28.220446898324546
FOMC,c2c_120,2025-11-06,2025-11-06,0.1137267292074321,0.10924609529062887,-0.004480633916803228,-3.939824831004123
FOMC,park_120,2024-01-31,2024-01-31,0.09689611446473112,0.09394403102576468,-0.0029520834389664408,-3.0466479025234383
FOMC,park_120,2024-03-20,2024-03-20,0.09249860781201168,0.08770097363595444,-0.004797634176057233,-5.186709605194969
FOMC,park_120,2024-05-01,2024-05-01,0.08654435196189628,0.0878143216095544,0.0012699696476581174,1.4674205986512665
FOMC,park_120,2024-06-12,2024-06-12,0.0881586371749641,0.0879385338384774,-0.00022010333648669889,-0.24966735369317322
FOMC,park_120,2024-07-31,2024-07-31,0.08844244202575759,0.10127464973211482,0.012832207706357235,14.509106049581986
FOMC,park_120,2024-09-18,2024-09-18,0.10636972895338807,0.10896427083730205,0.0025945418839139756,2.4391731646236696
FOMC,park_120,2024-11-07,2024-11-07,0.10482443115841793,0.10482384245758196,-5.887008359684032e-07,-0.00056160651621254
FOMC,park_120,2024-12-18,2024-12-18,0.10407628346003568,0.11061332864168014,0.006537045181644455,6.2810132763384265
FOMC,park_120,2025-01-29,2025-01-29,0.11034971822768347,0.10043044896953149,-0.00991926925815198,-8.988939362478163
FOMC,park_120,2025-03-19,2025-03-19,0.10479414298744656,0.13685922979044368,0.03206508680299712,30.598166928888617
FOMC,park_120,2025-04-30,2025-04-30,0.1724500343554445,0.19697129717475498,0.02452126281931047,14.219343539687904
FOMC,park_120,2025-06-11,2025-06-11,0.19837417657987008,0.19641881121058288,-0.0019553653692871986,-0.9856955189426699
FOMC,park_120,2025-07-30,2025-07-30,0.19438678521858493,0.19234886745840163,-0.0020379177601833054,-1.0483828712387515
FOMC,park_120,2025-09-17,2025-09-17,0.18526524057398328,0.13610875290944507,-0.0491564876645382,-26.533033132520178
FOMC,park_120,2025-11-06,2025-11-06,0.09142552836666093,0.09198618510634146,0.0005606567396805318,0.613238719750161
FOMC,gk_120,2024-01-31,2024-01-31,0.0949520103279102,0.09219172539167811,-0.0027602849362320936,-2.907031590694752
FOMC,gk_120,2024-03-20,2024-03-20,0.09197525574566437,0.08712025394306001,-0.004855001802604356,-5.278595599700973
FOMC,gk_120,2024-05-01,2024-05-01,0.08546952022895031,0.08723206175566013,0.001762541526709821,2.0621872241571464
FOMC,gk_120,2024-06-12,2024-06-12,0.08778662716066499,0.08826286350016524,0.00047623633950025224,0.5424930366998334
FOMC,gk_120,2024-07-31,2024-07-31,0.08877237625510478,0.10256575550250799,0.013793379247403204,15.537918245834978
FOMC,gk_120,2024-09-18,2024-09-18,0.10742275254735931,0.1117070298411447,0.004284277293785388,3.988240100156235
FOMC,gk_120,2024-11-07,2024-11-07,0.10794645713181703,0.1078524544959456,-9.400263587142077e-05,-0.08708265038900814
FOMC,gk_120,2024-12-18,2024-12-18,0.10702382335077773,0.1116850689415803,0.004661245590802568,4.355334583333867
FOMC,gk_120,2025-01-29,2025-01-29,0.1113221063977651,0.10032936134951924,-0.010992745048245864,-9.874718871171623
FOMC,gk_120,2025-03-19,2025-03-19,0.10390010357887994,0.1319230916994867,0.028022988120606773,26.971087761555502
FOMC,gk_120,2025-04-30,2025-04-30,0.16131900677262068,0.18339717651227166,0.022078169739650988,13.686031287540837
FOMC,gk_120,2025-06-11,2025-06-11,0.18515024444995992,0.18432056518655549,-0.000829679263404437,-0.4481113518749214
FOMC,gk_120,2025-07-30,2025-07-30,0.18235588513193257,0.18035621701785282,-0.0019996681140797556,-1.096574488195441
FOMC,gk_120,2025-09-17,2025-09-17,0.17257958429753495,0.1308889039887346,-0.041690680308800354,-24.157365124326496
FOMC,gk_120,2025-11-06,2025-11-06,0.09269651596810236,0.09187188351816164,-0.0008246324499407154,-0.8896045782610409
FOMC,rs_120,2024-01-31,2024-01-31,0.09307675751414521,0.09059071468001853,-0.0024860428341266783,-2.670959862078205
FOMC,rs_120,2024-03-20,2024-03-20,0.09092051308366271,0.08634914818379634,-0.00457136489986637,-5.0278696685971385
FOMC,rs_120,2024-05-01,2024-05-01,0.0846658574557656,0.08761932797465602,0.0029534705188904165,3.488384347177352
FOMC,rs_120,2024-06-12,2024-06-12,0.08868391917983802,0.0902299210876145,0.0015460019077764842,1.7432719731763529
FOMC,rs_120,2024-07-31,2024-07-31,0.0906499461410209,0.10470236812078812,0.014052421979767221,15.501853644685424
FOMC,rs_120,2024-09-18,2024-09-18,0.10952416464176803,0.11506959255676164,0.0055454279149936,5.0632003751241585
FOMC,rs_120,2024-11-07,2024-11-07,0.11137951984594967,0.11095005890445375,-0.0004294609414959155,-0.385583401768932
FOMC,rs_120,2024-12-18,2024-12-18,0.10992462289528568,0.1133206850143135,0.0033960621190278206,3.0894462310440796
FOMC,rs_120,2025-01-29,2025-01-29,0.11289998467425766,0.10139268551777889,-0.011507299156478773,-10.192471849912089
FOMC,rs_120,2025-03-19,2025-03-19,0.10374066910553496,0.1281784870384398,0.024437817932904823,23.55664190679581
FOMC,rs_120,2025-04-30,2025-04-30,0.15420456373495914,0.17503634719646388,0.020831783461504744,13.509187378727397
FOMC,rs_120,2025-06-11,2025-06-11,0.17712249171106698,0.1770955718075084,-2.691990355857543e-05,-0.015198467060009987
FOMC,rs_120,2025-07-30,2025-07-30,0.17526593073298283,0.17341226240315707,-0.0018536683298257528,-1.0576318638046156
FOMC,rs_120,2025-09-17,2025-09-17,0.16572133445954262,0.12863479707755834,-0.03708653738198428,-22.37885514434967
FOMC,rs_120,2025-11-06,2025-11-06,0.0938949886254416,0.09174477989618605,-0.0021502087292555455,-2.2900143668295083
